class,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12
0,1.165605096,9.057324841,1,-1,-4,0.209333333,0.169333205,0.188621751,157,43,42,98
0,0.246527778,4.482638889,1,0,-4,0.192128085,0.202409999,0.295063929,288,43,42,98
0,1.330108827,2.051995163,-5,-12,-27,0.242450894,0.418526006,0.774996676,827,43,42,98
0,27.33823529,36.11764706,1,-18,-33,0.379888268,0.094673547,0.132831854,68,43,42,98
0,7.414847162,10.02183406,-1,-16,-31,0.232723577,0.477817171,0.849187505,229,43,42,98
0,29.109375,38.4375,1,-18,-33,0.301886792,0.139244601,0.425532822,64,43,42,98
0,2.787878788,8.56969697,1,0,-4,0.146927872,0.457275738,0.69347143,165,43,42,98
0,0.333333333,36.5952381,1,0,-4,0.338709677,0.215686275,0.265394024,42,43,42,98
0,0.654545455,27.70909091,1,0,-4,0.300546448,0.293939394,0.172114145,55,43,42,98
0,1.029220779,4.126623377,1,0,-4,0.230022405,0.069158402,0.081712685,308,43,42,98
0,0.263358779,5.026717557,1,0,-4,0.194217939,0.263358779,0.281128583,262,43,42,98
0,3.243243243,30.7027027,1,0,0,0.291338583,0.281477477,0.386149833,37,43,42,99
0,3.757575758,34.54545455,1,0,0,0.559322034,0.625737374,0.680258909,33,43,42,99
0,7.945945946,30.7027027,1,0,0,0.270072993,0.246715062,0.337815175,37,43,42,99
0,5.755102041,22.93877551,1,0,0,0.179487179,0.133462113,0.003615534,49,43,42,99
0,1.34751773,7.319148936,1,0,0,0.167259786,0.216322954,0.069224356,141,43,42,99
0,0.571500504,0.543806647,-11,-22,-12,0.323769156,0.571500504,0.480799057,1986,66,64,152
0,0.529411765,0.760443308,1,-3,-5,0.178838238,0.529411765,0.712151194,1173,66,64,153
0,0.818181818,1.060606061,1,-1,-1,0.340206186,0.433850702,0.665656566,33,66,64,153
0,32.22222222,37.24074074,0,-2,-4,0.335403727,0.184513222,0.087076029,54,66,64,153
0,0.542115263,0.941735275,-3,-8,-20,0.248818153,0.542115263,0.926857241,1579,66,64,152
0,39.58333333,50.1,0,-11,-23,0.487804878,0.213402143,0.017154027,60,66,64,152
1,0,0.019523624,-1,0,0,0.446167247,0,0.016513045,2561,83,41,125
0,0.70606215,0.57259297,-4,-19,-10,0.305382701,0.70606215,0.511005622,1963,83,82,188
0,40.34567901,37.11111111,0,-23,-14,0.55862069,0.067342337,0.173974423,81,83,82,188
0,0.51954937,1.045725646,0,-2,-14,0.225898204,0.51954937,1.04266776,1509,83,82,188
0,0.8,67.6,0,0,-14,0.424528302,0.315862069,0.086935725,45,83,82,188
0,35.3968254,48,0,-2,-14,0.377245509,0.090079365,0.223168909,63,83,82,188
1,0,0.022779043,-2,0,0,0.509280742,0,0.015207887,3073,102,50,156
0,0.717675545,0.935108959,-4,-18,-4,0.306198102,0.717675545,0.701926815,2065,102,100,234
0,51.16176471,0.794117647,0,-22,0,0.566666667,0.071854721,0.444926964,68,102,100,234
0,0.473660101,0.830508475,-5,-4,-3,0.297614179,0.473660101,0.751014562,2183,102,100,234
0,0.649122807,1.140350877,0,0,0,0.695121951,0.126900585,0.177911221,57,102,100,234
0,28.78703704,36,0,-9,-8,0.755244755,0.419284759,0.309989567,108,102,100,234
0,64.65306122,80.55102041,1,-10,-9,0.830508475,0.4719113,0.372520839,49,102,100,234
1,0,0.004114098,-2,0,0,0.581221106,0,0.002835175,3646,126,62,190
0,54.42857143,0.488095238,0,-17,1,0.823529412,0.262975585,0.185825893,84,126,124,285
0,34.27272727,47.18939394,0,-17,-12,0.795180723,0.236700205,0.082527882,132,126,124,285
1,0,0.002329795,-3,0,0,0.600684186,0,0.000152508,3863,139,69,209
0,0.764044944,0.314606742,-1,0,2,0.956989247,0.00034256,0.018820225,89,139,138,314
0,36.24657534,44.15753425,1,-30,-2,0.979865772,0.3076672,0.246362836,146,139,138,314
0,38.66666667,47.58333333,0,-3,-5,0.731707317,0.082851638,0.038673793,120,139,138,315
0,46.58196721,58.94262295,0,-6,-14,0.818791946,0.075415608,0.095480292,122,157,156,356
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.703389831,-2,0,-3,0.670454545,0,0.000677966,118,22,20,43
0,1.516483516,3.368131868,-2,-5,-7,0.627586207,0.215290086,0.156619013,182,22,20,42
0,2.914529915,5.794871795,1,-8,-10,0.722222222,0.318114144,0.267131005,117,22,20,42
0,0,7.28125,0,0,-9,0.574850299,0,0.079248502,96,22,20,42
0,3.872340426,7.457446809,0,-7,-9,0.648275862,0.24033402,0.183535428,94,22,20,42
0,0.258706468,0.137645108,-10,-2,-4,0.408813559,0.258706468,0.077730593,603,22,20,43
0,4.769230769,4.423076923,1,-1,-2,0.666666667,0.334319527,0.41086351,26,22,20,42
0,0,0.222222222,1,0,0,0.457627119,0,0.109401709,27,22,20,43
0,0,0.393939394,1,0,0,0.492537313,0,0.13895048,33,22,20,43
0,0,1.659574468,1,0,0,0.540229885,0,0.576221651,47,22,20,43
0,0.112781955,0.443609023,1,0,0,0.2,0.101190476,0.381044487,133,22,20,42
0,0,1.176470588,1,0,0,0.208588957,0,0.151833461,34,22,20,42
0,0,8.446153846,0,0,-2,0.349462366,0,0.652563849,65,22,20,42
0,0,21.74074074,1,0,-3,0.473684211,0,0.743677631,27,22,20,42
0,0,2.35,0,0,-5,0.64516129,0,0.0385,60,22,20,65
0,0.048648649,3.497297297,-4,0,-3,0.616666667,0.048648649,0.101738223,185,22,20,63
0,0,22.77142857,1,0,-8,0.795454545,0,0.303633251,35,22,20,63
0,0,31,1,0,-8,0.742857143,0,0.254327563,26,22,20,63
0,1.149700599,2.278443114,-3,-6,-11,0.797136038,0.343016374,0.194329815,334,22,20,65
0,1.016853933,2.075842697,-5,-4,-9,0.641441441,0.183549283,0.001227388,356,22,20,65
0,0.362318841,14.86956522,-1,1,-13,0.579831933,0.11804098,0.107611883,69,22,20,65
0,5.93258427,7.786516854,1,-11,-20,0.497206704,0.16039744,0.04795005,89,22,20,63
0,8.951612903,11.61290323,1,-11,-20,0.480620155,0.131422149,0.015094119,62,22,20,63
0,3.113333333,4.213333333,0,-10,-19,0.443786982,0.059332431,0.066650525,150,22,20,63
0,16.13888889,20.72222222,1,-11,-20,0.87804878,0.524563975,0.460889158,36,22,20,63
0,0,0.222222222,1,0,0,0.457627119,0,0.109401709,27,22,20,63
0,0,1,1,0,0,0.492537313,0,0.488888889,33,22,20,63
0,0,1.161904762,1,0,0,0.17384106,0,0.158097694,105,22,20,63
0,0,22.08333333,1,0,-4,0.590163934,0,0.749138904,36,22,20,63
0,0,29.77777778,1,0,-4,0.473684211,0,0.687451749,27,22,20,63
0,1.573770492,6.704918033,1,0,-6,0.616161616,0.647086872,0.645709761,61,22,20,65
0,3.416666667,23.73333333,0,-1,-40,0.234375,0.531426993,0.009201998,60,22,20,65
0,0.128888889,5.595555556,-1,0,-39,0.138717633,0.083466141,0.705130875,225,22,20,65
0,2.549180328,3.37295082,-3,-16,-18,0.287058824,0.745835231,0.890645064,244,43,42,99
0,9.069767442,11.40697674,1,-20,-22,0.377192982,0.328649871,0.438855899,86,43,42,99
0,26.0625,32.34375,1,-20,-22,0.615384615,0.185619213,0.118069685,32,43,42,99
0,2.185185185,38.51851852,0,0,-21,0.409090909,0.11820331,0.326664406,27,43,42,99
0,26.93548387,33.41935484,0,-19,-21,0.794871795,0.369511649,0.31721524,31,43,42,99
0,0.457711443,2.064676617,1,-2,-7,0.207216495,0.2105994,0.311887166,201,43,42,98
0,0.47826087,7.927536232,1,-3,-7,0.226973684,0.00310559,0.197692416,69,43,42,98
0,0,17.66666667,1,0,-7,0.47826087,0,0.431597529,33,43,42,98
0,0.074468085,12.42553191,-5,0,-126,0.218300046,0.074468085,0.469355948,470,43,42,98
0,0,0.3125,-7,0,-7,0.553928096,0,0.161682381,832,43,42,99
0,0.547314578,0.671355499,-19,4,5,0.473365617,0.413807347,0.478093835,782,43,42,98
0,13.06976744,14.19767442,0,-15,-14,0.457446809,0.463006792,0.529530402,86,43,42,98
0,2.588235294,8.058823529,1,-4,-7,0.395348837,0.273910035,0.312392918,68,43,42,98
0,6.393939394,17.66666667,1,-4,-7,0.507692308,0.434581105,0.464548397,33,43,42,98
0,0.606060606,8.333333333,1,0,-7,0.733333333,0.38751926,0.629302736,66,43,42,98
0,4.273127753,9.991189427,1,-5,-46,0.146357189,0.143383356,0.494855735,227,43,42,99
0,0.440433213,2.002406739,-3,-1,-42,0.148049172,0.130316178,0.477771749,831,43,42,99
0,0.352389878,0.616682287,-21,11,0,0.542726348,0.351015498,0.334339788,1067,66,64,152
0,0.258917836,2.133066132,-45,-34,-186,0.218782883,0.172549738,0.640246347,2495,66,64,153
0,1.212662338,1.800324675,-6,-23,-15,0.27184466,1.212662338,1.663952861,616,66,64,152
0,0.070047544,0.605229794,-131,-10,4,0.320760472,0.063183761,0.359366358,6310,66,64,152
0,0.832323232,12.42020202,-11,-4,-384,0.396634615,0.832323232,0.54955934,990,83,82,188
0,0.107754833,0.292508787,-139,-30,-4,0.398633856,0.055924908,0.049428174,9104,83,82,189
1,0.033333333,0.175694444,-11,11,12,0.729853016,0.033333333,0.094688598,1440,83,82,189
0,0.6620117,1.507265522,-123,-150,-272,0.246763528,0.6620117,1.490679549,5299,83,82,188
1,0,0.011707989,1,0,-1,0.744615385,0,0.007574351,1452,102,50,156
0,0.911858769,1.364973775,-231,-171,-178,0.358857825,0.911858769,0.812866374,7817,102,100,234
0,0.239905223,0.825155494,-127,-106,-282,0.436030994,0.190452503,0.492006972,10129,102,100,234
1,0,0,1,0,0,0.798961774,0,0,1693,126,62,190
0,0.782952324,1.986997535,-143,-297,-735,0.4183376,0.768741023,0.524279149,11767,126,124,285
0,0.232274575,0.69855487,-395,275,240,0.614608873,0.232274575,0.308820868,13286,126,124,287
1,0,0,-1,0,0,0.710259301,0,0,1890,139,69,209
0,0.665889666,1.991375291,-105,-326,-495,0.450015735,0.653516765,0.552074419,12870,139,138,314
0,0.251007948,0.400011519,-487,319,361,0.623455903,0.251007948,0.371978773,17362,139,138,315
0,0.567293456,0.357158721,-359,-636,127,0.490130624,0.567293456,0.357158721,27016,157,156,354
0,0.314058528,0.424784984,-409,283,288,0.650561284,0.314058528,0.389434279,18487,157,156,356
0,0,1.454887218,-7,0,-10,0.545081967,0,0.037763082,266,22,20,43
0,0,2.297979798,-5,0,-12,0.528,0,0.006632591,198,22,20,43
0,10.16393443,12.24590164,1,-15,-30,0.393548387,0.056416261,0.1785963,61,22,20,42
0,3.54,4.386666667,0,-14,-29,0.432276657,0.038229548,0.07300421,150,22,20,42
0,9.164179104,11.05970149,0,-14,-29,0.485507246,0.143677218,0.044639032,67,22,20,42
0,11.61111111,13.96296296,1,-15,-30,0.818181818,0.491859992,0.433090955,54,22,20,42
0,10.16393443,12.24590164,1,-15,-30,0.488,0.148051402,0.049519113,61,22,20,42
0,0.313131313,0.464646465,1,0,0,0.269021739,0.153299101,0.022751231,99,22,20,43
0,0,4.966666667,1,0,-4,0.789473684,0,0.628306011,30,22,20,43
0,1.134146341,1.182926829,-2,-2,-1,0.374429224,0.102306719,0.216293483,82,22,20,43
0,3.861111111,0.472222222,1,-5,0,0.692307692,0.403825996,0.066395664,36,22,20,43
0,0.269662921,0.573033708,-1,-1,0,0.570512821,0.193177203,0.292814817,89,22,20,43
0,0.634146341,0.170731707,1,0,0,0.450549451,0.032689702,0.03433578,41,22,20,42
0,0,2.569767442,1,0,-3,0.097120271,0,0.250159806,172,22,20,42
0,0,17.60606061,1,0,-3,0.234042553,0,0.481223147,33,22,20,42
0,0,0.571428571,1,0,0,0.221518987,0,0.191251745,35,22,20,42
0,0,5.822222222,1,0,-3,0.125874126,0,0.035418452,90,22,20,42
0,0,14.08695652,-1,0,-13,0.851851852,0,0.392471549,46,22,20,65
0,0,7.463414634,1,0,-15,0.493975904,0,0.047671014,82,22,20,65
0,0,18.82857143,1,0,-15,0.583333333,0,0.112815596,35,22,20,65
0,0,25.69230769,0,0,-14,0.604651163,0,0.144094533,26,22,20,65
0,0,9.515151515,-1,0,-13,0.6875,0,0.247237475,66,22,20,65
0,0.067518248,0.846715328,-14,-3,-9,0.464800679,0.067518248,0.24843886,548,22,20,63
0,1.075268817,11.09677419,1,-1,-40,0.3089701,0.622482893,0.838025761,93,22,20,65
