class,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12
1,0,0.031878032,-16,0,1,0.70014556,0,0.024915963,1443,102,50,156
0,0.464050017,3.300451546,-134,70,-279,0.53463324,0.464050017,0.041601744,2879,102,100,234
0,7.169889503,16.10082873,-18,-234,-395,0.204635387,1.114644016,1.72130311,724,102,100,234
1,0,0.001728111,0,0,1,0.786588129,0,0.001728111,1736,126,62,190
0,1.058144973,4.479033515,-209,-81,-669,0.286870584,1.058144973,1.222825607,6415,126,124,285
0,0.029207565,0.814220733,-84,72,49,0.77596136,0.029207565,0.227377357,4177,126,124,287
0,0.977172503,3.993385214,-220,-191,-380,0.322891364,0.977172503,1.163135924,7710,139,138,314
0,0.039850286,2.022016733,-126,101,20,0.677910448,0.039850286,0.09455719,4542,139,138,315
0,0.567293456,0.357158721,-359,-636,127,0.490130624,0.567293456,0.357158721,27016,157,156,354
0,0.090057346,0.33357564,-413,323,240,0.556874916,0.090057346,0.239367437,12381,157,156,356
0,0,3.360544218,1,0,-22,0.816666667,0,0.36803707,147,22,20,43
0,0,0.820512821,1,0,-1,0.722222222,0,0.05707196,39,22,20,43
0,0,14.63414634,1,0,-22,0.594202899,0,0.131436314,41,22,20,43
0,0,21.10344828,1,0,-22,0.659090909,0,0.216947082,29,22,20,43
0,0,6.913580247,0,0,-21,0.692307692,0,0.254517803,81,22,20,43
0,0,21.89285714,0,0,-21,0.451612903,0,0.142799632,28,22,20,43
0,0.099423631,0.632564841,-10,2,-21,0.459602649,0.061463992,0.13445601,694,22,20,42
0,0.034013605,6.707482993,0,1,-31,0.530685921,0.034013605,0.017499867,147,22,20,42
0,0.737556561,1.131221719,-8,-1,-5,0.502272727,0.202789482,0.063199244,221,22,20,43
0,11.38709677,0,1,-10,0,0.756097561,0.470416092,0,31,22,20,43
0,0.464788732,5.633802817,1,-1,-14,0.464052288,0.358258643,0.013957873,71,22,20,43
0,0,0.622641509,-1,0,0,0.6625,0,0.030248577,53,22,20,42
0,0,0.423076923,1,0,0,1,0,0.593406593,26,22,20,43
0,0.48,0.6,0,1,1,0.520833333,0.235478261,0.2,50,22,20,43
0,0,1.040816327,1,0,0,0.505154639,0,0.693561635,49,22,20,42
0,0.076923077,0.5,1,0,0,0.52,0.035502959,0.375,26,22,20,42
0,0,19.53125,1,0,-22,1,0,0.471440064,32,22,20,65
0,0,22.46428571,0,0,-21,0.451612903,0,0.170382715,28,22,20,65
0,0,1.658486708,-6,0,-34,0.545758929,0,0.096182278,489,22,20,63
0,0,19.96774194,1,0,-41,0.765432099,0,0.218413669,62,22,20,63
0,0.358974359,15.66666667,-1,-2,-39,0.527027027,0.331974868,0.135143427,78,22,20,63
0,0,22.63636364,1,0,-41,0.617977528,0,0.031920679,55,22,20,63
0,1.717451524,2.742382271,-8,-14,-31,0.379201681,0.275019148,0.562608738,361,22,20,65
0,12.43835616,17.50684932,1,-23,-40,0.760416667,0.364178318,0.220764239,73,22,20,65
0,29.65625,41.21875,1,-23,-40,0.385542169,0.254050641,0.536910636,32,22,20,65
0,14.57142857,20.44444444,-1,-21,-38,0.552631579,0.125114412,0.072222222,63,22,20,65
0,9.436170213,13.37234043,-1,-21,-38,0.580246914,0.166752304,0.021192609,94,22,20,65
0,1.833333333,5.858974359,-1,-7,-20,0.315789474,0.590530303,0.667486877,78,22,20,63
0,1.730769231,19.57692308,1,0,-22,0.590909091,0.214680744,0.10887341,26,22,20,63
0,1.62962963,18.81481481,1,0,-22,0.72972973,0.364076495,0.278397492,27,22,20,63
0,0,0.486486486,1,0,-4,0.643478261,0,0.212382595,74,22,20,65
0,0,6,1,0,-1,0.505154639,0,0.709456568,49,22,20,63
0,0,0.607142857,1,0,0,0.538461538,0,0.336734694,28,22,20,63
0,0,1.305936073,-21,0,-29,0.528559936,0,0.264348716,657,43,42,98
0,0,20.33802817,0,0,-50,0.76344086,0,0.124641985,71,43,42,98
0,0,53.10714286,1,0,-51,0.756756757,0,0.116910328,28,43,42,98
0,0.123612139,0.305699482,-39,-6,-12,0.59254386,0.123612139,0.222585141,1351,43,42,99
0,11.11320755,24.69811321,1,-30,-68,0.519607843,0.150826687,0.031159539,53,43,42,98
0,2.309278351,6.020618557,-15,-14,-52,0.328257191,0.344181103,0.632252387,194,43,42,98
0,0,35.81081081,1,0,-68,0.406593407,0,0.317774895,37,43,42,98
0,0.390909091,11.38181818,-3,-1,-64,0.780141844,0.092045455,0.313203634,110,43,42,98
0,1.991803279,2.663934426,0,-1,-4,0.188854489,0.172997468,0.062241823,122,43,42,98
0,0.153846154,0.794871795,1,0,-3,0.325,0.098901099,0.669648181,39,43,42,98
0,2.24137931,0.310344828,1,0,-1,0.475409836,0.2756396,0.080149115,29,43,42,98
0,0,3.738095238,1,0,-3,0.763636364,0,0.076839827,42,43,42,99
0,0,4.5,0,0,-4,0.449438202,0,0.185230024,40,43,42,99
0,1.78317757,1.545794393,-21,-22,-46,0.526574803,0.16944103,0.017516563,535,43,42,98
0,47.03225806,42.93548387,1,-44,-68,0.756097561,0.185557245,0.291363163,31,43,42,98
0,10.54263566,9.558139535,-2,-41,-65,0.648241206,0.050047768,0.173457999,129,43,42,98
0,38.18421053,34.84210526,0,-43,-67,0.633333333,0.027687084,0.154002236,38,43,42,98
0,0.425655977,0.973760933,0,-13,-14,0.146769362,0.414759243,0.625327449,343,43,42,99
0,3.403508772,0.578947368,0,-16,-4,0.487179487,0.25868989,0.119617225,57,43,42,99
0,0.319148936,0.521276596,1,-5,-5,0.606451613,0.202753442,0.139423824,94,43,42,99
0,5.972222222,4.611111111,1,-17,-15,0.279069767,0.2941247,0.05995671,36,43,42,99
0,8.653846154,6.769230769,-3,-13,-11,0.604651163,0.402711677,0.566133866,26,43,42,99
0,0,2.201005025,-2,0,-15,0.82231405,0,0.357142559,199,66,32,101
0,0,4.844036697,1,0,-18,0.436,0,0.212455746,109,66,32,101
0,0,1.895454545,-4,0,-13,0.532687651,0,0.007615994,220,66,32,101
0,3.174298375,3.252584934,-14,-110,-120,0.238548273,1.294974581,1.241195179,677,66,64,153
0,12.99009901,13.25247525,-14,-110,-120,0.262337662,1.086860953,1.037958392,202,66,64,153
0,30.4,30.98888889,-4,-120,-130,0.545454545,0.003680744,0.019839059,90,66,64,153
0,54.41176471,55.45098039,0,-124,-134,0.383458647,0.427695604,0.394239627,51,66,64,153
0,18.76223776,19.13286713,-4,-120,-130,0.52189781,0.048983562,0.024402153,143,66,64,153
0,0.472834068,1.924375918,-67,4,15,0.535798584,0.437214664,0.49062835,1362,66,64,152
0,0.635346756,0.619686801,-4,-16,-14,0.177099842,0.454409871,0.155480352,447,66,64,152
0,0.273809524,0.226190476,-4,-3,-2,0.711864407,0.089033189,0.195789059,84,66,64,152
0,2.114285714,26.24285714,-2,-6,-28,0.542635659,0.206041784,0.53795312,70,66,64,152
0,6.769230769,9.615384615,1,-15,-8,0.481481481,0.455144855,0.397233681,26,66,64,152
0,4.315789474,6.263157895,1,-15,-8,0.324786325,0.192276145,0.106425369,38,66,64,152
0,4.736842105,49.18421053,0,-8,-30,0.513513514,0.161015186,0.511749727,38,66,64,152
0,5.214437367,12.61995754,-7,-102,-202,0.178341537,0.303082897,0.608546099,471,83,82,189
0,31.52222222,70.27777778,-6,-103,-203,0.769230769,0.697888051,0.627068241,90,83,82,189
0,7.291784703,17.17280453,-8,-101,-201,0.239322034,0.02894939,0.198680202,353,83,82,189
0,20.84328358,46.87313433,0,-109,-209,0.228668942,0.016289335,0.254523599,134,83,82,189
1,0.002144772,0.153351206,-21,2,20,0.760603589,0.002144772,0.085611193,1865,83,82,189
0,1.351875,1.610625,-59,-94,-25,0.298786181,1.351875,1.597045676,1600,83,82,188
1,0,0.031319911,-32,0,0,0.732786885,0,0.028790099,1788,102,50,156
0,0.464050017,3.300451546,-134,70,-279,0.53463324,0.464050017,0.041601744,2879,102,100,234
0,7.169889503,16.10082873,-18,-234,-395,0.204635387,1.114644016,1.72130311,724,102,100,234
0,56.42718447,119.2038835,-6,-246,-407,0.851239669,0.49164611,0.345807138,103,102,100,234
0,20.43115942,43.85869565,-7,-245,-406,0.29022082,0.491040501,0.918797264,276,102,100,234
1,0,0.0004649,-1,0,1,0.82571977,0,0.0004649,2151,126,62,190
0,1.058144973,4.479033515,-209,-81,-669,0.286870584,1.058144973,1.222825607,6415,126,124,285
0,0.029207565,0.814220733,-84,72,49,0.77596136,0.029207565,0.227377357,4177,126,124,287
0,0.977172503,3.993385214,-220,-191,-380,0.322891364,0.977172503,1.163135924,7710,139,138,314
0,132.7192982,336.7105263,-4,-407,-596,0.786206897,0.187984829,0.111610553,114,139,138,314
0,0.039850286,2.022016733,-126,101,20,0.677910448,0.039850286,0.09455719,4542,139,138,315
0,0.567293456,0.357158721,-359,-636,127,0.490130624,0.567293456,0.357158721,27016,157,156,354
0,414.1176471,358.4607843,-6,-989,-226,0.842975207,0.088729403,0.21090793,102,157,156,354
0,0.090057346,0.33357564,-413,323,240,0.556874916,0.090057346,0.239367437,12381,157,156,356
0,0,0.355263158,-4,0,4,0.745098039,0,0.13308887,76,43,42,99
0,0.448979592,0.632653061,-1,0,0,0.720588235,0.048198003,0.02613677,49,43,42,98
0,0,0.714285714,0,0,-2,0.546875,0,0.044897959,35,43,42,98
0,0.295774648,0.126760563,-1,0,0,0.755319149,0.068445762,0.070916728,71,43,42,98
0,0,0.54368932,0,0,-2,0.844262295,0,0.114379273,103,66,64,152
0,1.962962963,4.074074074,1,-2,-9,0.529411765,0.325536062,0.287451631,27,66,64,153
0,0,0.65,-2,0,-4,0.571428571,0,0.375,60,66,64,153
0,0.3125,0.9875,-1,1,-1,0.701754386,0.226434426,0.340680473,80,66,64,152
0,0,0.368421053,0,0,-1,0.513513514,0,0.176722294,38,83,41,125
0,1.488888889,141.5555556,1,-5,-210,0.234375,1.488888889,0.223981159,45,83,82,189
1,0,0.050314465,-2,0,3,0.940828402,0,0.013871419,159,102,100,236
0,2.101730467,5.492396434,-30,-222,-383,0.250723113,0.725931811,1.221075306,1907,102,100,234
1,0,0.007142857,1,0,0,0.985915493,0,0.007142857,140,126,62,190
0,1.058144973,4.479033515,-209,-81,-669,0.286870584,1.058144973,1.222825607,6415,126,124,285
1,0,0.00621118,0,0,1,0.952662722,0,0.00621118,161,139,69,209
0,0.977172503,3.993385214,-220,-191,-380,0.322891364,0.977172503,1.163135924,7710,139,138,314
0,0.039850286,2.022016733,-126,101,20,0.677910448,0.039850286,0.09455719,4542,139,138,315
1,0,0,1,0,0,0.927777778,0,0,167,157,78,236
0,0.567293456,0.357158721,-359,-636,127,0.490130624,0.567293456,0.357158721,27016,157,156,354
0,0.090057346,0.33357564,-413,323,240,0.556874916,0.090057346,0.239367437,12381,157,156,356
0,0,1.633333333,0,0,-1,0.638297872,0,0.006233062,30,22,20,42
0,0,2.326086957,1,0,-2,0.657142857,0,0.338562253,46,22,20,42
0,0.064189189,0.363175676,-13,1,-5,0.375634518,0.064189189,0.248323571,592,22,20,43
0,1.248603352,1.541899441,-6,-11,-8,0.326344576,0.325479784,0.326576445,358,22,20,42
0,2.232931727,2.654618474,-2,-15,-12,0.429310345,0.007576788,0.008410426,249,22,20,42
0,20.75675676,23.59459459,0,-17,-14,0.616666667,0.298546263,0.297965901,37,22,20,42
0,0.97826087,0.543478261,1,-2,0,0.368,0.1664274,0.128273583,46,22,20,43
0,0.2890625,0.265625,0,1,-1,0.573991031,0.2890625,0.052904782,128,22,20,43
0,0,1.033333333,-1,0,-3,0.6,0,0.344086022,30,22,20,43
0,0,0.911764706,1,0,0,0.607142857,0,0.235294118,34,22,20,43
0,0,1.142857143,0,0,-1,0.571428571,0,0.125,28,22,20,43
0,0,0.270833333,1,0,0,0.214285714,0,0.051111111,48,22,20,42
0,0,18.84444444,0,0,-20,0.725806452,0,0.295329006,45,22,20,65
0,0,5.714285714,0,0,-20,0.488970588,0,0.045982654,133,22,20,65
0,0,23.13513514,1,0,-21,0.880952381,0,0.419429739,37,22,20,65
0,0.091549296,0.66056338,-14,-2,-17,0.406643757,0.091549296,0.371496529,710,22,20,63
0,7.395604396,11.50549451,-1,-9,-30,0.429245283,0.045647114,0.169975655,91,22,20,65
0,3.993464052,6.437908497,1,-11,-32,0.718309859,0.429700888,0.300849731,153,22,20,65
0,24.46666667,36.93333333,-1,-9,-30,0.6,0.317247542,0.162989114,30,22,20,65
0,21.47058824,32.47058824,1,-11,-32,0.607142857,0.325279924,0.172836301,34,22,20,65
0,1.321428571,39.64285714,0,-1,-31,0.571428571,0.278089888,0.12113857,28,22,20,65
0,1.245614035,2.649122807,1,-1,-9,0.548076923,0.047281882,0.019357178,57,22,20,63
0,0,0.625,1,0,0,0.214285714,0,0.070588235,48,22,20,63
0,0.015677492,0.680851064,-20,1,-13,0.511454754,0.013355943,0.261180042,893,43,42,98
0,0.236379613,0.405975395,-31,-14,-34,0.502206531,0.229866639,0.29142288,1138,43,42,99
0,2.214285714,35.60714286,1,-5,-55,0.466666667,0.102040816,0.160386632,28,43,42,98
0,0.817120623,2.988326848,-10,-7,-44,0.204292528,0.233641524,0.917933935,257,43,42,98
0,0,1.358974359,1,0,0,0.268965517,0,0.598531359,39,43,42,98
0,0.278688525,3.901639344,1,0,-3,0.203333333,0.128254581,0.209286022,61,43,42,98
0,0,1.354330709,1,0,-3,0.278508772,0,0.117125984,127,43,42,98
0,0,7.97752809,-1,0,-17,0.64028777,0,0.309038536,89,43,42,99
0,0,4.089171975,0,0,-18,0.446022727,0,0.008090512,157,43,42,99
0,0,19.48717949,1,0,-19,0.795918367,0,0.444146293,39,43,42,99
0,0.072943172,0.273112807,-31,4,-2,0.557710501,0.063884553,0.156579491,1179,43,42,98
0,12.68888889,10.38888889,-4,-34,-50,0.514285714,0.018951746,0.23812861,90,43,42,98
0,24.14285714,19.91836735,-1,-37,-53,0.790322581,0.336938689,0.504228297,49,43,42,98
0,4.923076923,3.927884615,-8,-30,-46,0.5374677,0.024997546,0.270989547,208,43,42,98
0,27,22.29545455,0,-38,-54,0.312056738,0.67928541,0.255603628,44,43,42,98
0,19.19672131,15.80327869,-4,-34,-50,0.393548387,0.331557551,0.004392891,61,43,42,98
0,7.8,6.321428571,-2,-36,-52,0.384615385,0.362484049,0.018730887,140,43,42,98
0,9.205128205,10.8974359,1,-16,-15,0.268965517,0.465217351,0.469191321,39,43,42,99
0,7.652173913,9.086956522,-2,-13,-12,0.425925926,0.662293176,0.664802676,46,43,42,99
0,4.102564103,4.948717949,1,-16,-15,0.229411765,0.373013446,0.377672584,78,43,42,99
0,5.21875,6.25,1,-16,-15,0.247104247,0.417905222,0.422230769,64,43,42,99
0,0.09125,0.266875,-65,26,15,0.648561005,0.09125,0.169678378,1600,66,64,152
0,1.625,1.885775862,-14,-51,-58,0.142769231,1.585227273,1.707497561,464,66,64,153
0,23.85714286,26.32653061,1,-66,-73,0.196787149,0.875584416,0.964291606,49,66,64,153
0,31.05263158,34.23684211,0,-65,-72,0.395833333,0.067559809,0.023459341,38,66,64,153
0,0.748292683,0.977560976,-54,-27,4,0.391819572,0.748292683,0.936115087,1025,66,64,152
0,5.195652174,19.72826087,1,-18,-31,0.107981221,0.59092696,1.32191405,92,66,64,152
0,0,0.263157895,0,0,0,0.395833333,0,0.052631579,38,66,64,152
0,0.689655172,64.75862069,1,0,-31,0.271028037,0.273923279,0.074918168,29,66,64,152
0,0.906354515,5.377926421,-2,-15,-28,0.245888158,0.301348074,0.01966323,299,66,64,152
0,0.28293601,0.373902133,-88,40,24,0.591685226,0.28293601,0.069119684,1594,83,82,188
0,20.05755396,45.15107914,1,-110,-210,0.102886751,1.258734053,1.788216971,139,83,82,189
0,1.157894737,1.631578947,0,-3,-5,0.395833333,0.078947368,0.315789474,38,83,82,189
0,4.628846154,11.33653846,-5,-104,-204,0.34551495,0.327398693,0.169730329,520,83,82,189
1,0.018466704,0.141018467,-36,9,35,0.723774808,0.018466704,0.094048386,1787,83,82,189
0,1.689708141,2.3640553,-26,-65,-38,0.194444444,1.689708141,2.253280515,651,83,82,188
0,20.35365854,25.70731707,-3,-88,-61,0.427083333,0.224582568,0.481168365,82,83,82,188
1,0,0.024487472,-38,0,3,0.719672131,0,0.019058064,1756,102,50,156
0,0.665421957,8.246452577,-72,20,-341,0.386547344,0.665421957,0.440638318,1339,102,100,234
1,0.037987173,0.120868278,-50,41,49,0.758607784,0.037987173,0.103573768,2027,102,100,236
0,122.2291667,256.9375,0,-252,-413,0.375,0.153949326,0.484999775,48,102,100,234
1,0,0.000490436,-1,0,1,0.79184466,0,0.000490436,2039,126,62,190
0,1.058144973,4.479033515,-209,-81,-669,0.286870584,1.058144973,1.222825607,6415,126,124,285
0,131.03,350.48,-5,-285,-873,0.520833333,0.133608801,0.224313498,100,126,124,285
1,0,0,0,0,0,0.790274684,0,0,2129,139,69,209
0,0.977172503,3.993385214,-220,-191,-380,0.322891364,0.977172503,1.163135924,7710,139,138,314
0,166.5164835,422.0659341,-10,-401,-590,0.575949367,0.108451478,0.21270714,91,139,138,314
1,0,0.000880282,-1,0,0,0.680035917,0,0.000880282,2272,157,78,236
0,0.567293456,0.357158721,-359,-636,127,0.490130624,0.567293456,0.357158721,27016,157,156,354
0,528.275,0.8,-6,-989,2,0.650406504,0.181074474,0.020353982,80,157,156,354
0,0.090057346,0.33357564,-413,323,240,0.556874916,0.090057346,0.239367437,12381,157,156,356
0,0,0.58,1,0,-2,0.416666667,0,0.404444444,50,22,20,42
0,0,0.82,1,0,-3,0.416666667,0,0.617777778,50,22,20,63
1,0,0.054945055,-2,0,2,0.674074074,0,0.032011467,91,43,42,99
1,0,0,0,0,0,0.695652174,0,0,96,66,32,101
1,0,0,0,0,0,0.671232877,0,0,98,83,41,125
1,0.166666667,0.166666667,-1,1,1,0.575342466,0.166666667,0.166666667,84,83,82,189
1,0,0.009345794,0,0,0,0.67721519,0,0.009345794,107,102,50,156
0,2.689655172,2.724137931,-1,1,1,0.725,0.065910083,0.057180271,29,102,100,236
0,1.377777778,1.4,-2,2,2,0.494505495,0.369479606,0.382278481,45,102,100,236
1,0,0.183673469,0,0,0,0.671232877,0,0.041062208,98,126,62,190
1,0,0.145631068,0,0,0,0.66025641,0,0.045137115,103,139,69,209
1,0,0.166666667,0,0,0,0.683544304,0,0.029795158,108,157,78,236
0,0,0.422222222,1,0,-2,0.405405405,0,0.326610644,45,22,20,43
0,1.111111111,1.259259259,1,-3,-3,0.45,0.091954023,0.111111111,27,22,20,42
0,0,0.543859649,-2,0,1,0.49137931,0,0.356725146,57,22,20,63
0,0.442622951,0.426229508,-2,1,-1,0.5,0.333333333,0.260869565,61,43,42,98
1,0,0.056818182,-1,0,1,0.666666667,0,0.010869565,88,43,42,99
1,0,0.021505376,0,0,0,0.673913043,0,0.007269423,93,66,32,101
1,0,0.018181818,0,0,0,0.723684211,0,0.001524927,110,83,41,125
1,0,0.111111111,0,0,0,0.701298701,0,0.043360434,108,102,50,156
0,1.204081633,1.734693878,1,-1,-1,0.480392157,0.459846276,0.541098207,49,102,100,236
1,0,0.085470085,0,0,0,0.73125,0,0.015644524,117,126,62,190
0,2.162162162,50,1,-1,-48,0.37,0.976351351,0.89802754,37,126,124,287
1,0,0.091666667,0,0,0,0.759493671,0,0.002810078,120,139,69,209
0,3,74.13333333,1,-1,-63,0.428571429,0.772151899,0.816695452,30,139,138,315
1,0,0.089552239,0,0,0,0.740331492,0,0.099502488,134,157,78,236
0,0.45595158,0.827168796,-57,-6,-12,0.564969605,0.40009666,0.54584001,1487,157,156,356
0,0.490909091,0.472727273,1,-3,-5,0.407407407,0.490909091,0.380681818,55,43,42,98
0,0,0.219512195,-2,0,2,0.607407407,0,0.143292683,82,43,42,99
1,0,0.01,0,0,0,0.694444444,0,0.003034483,100,66,32,101
0,0.234567901,0.469135802,-4,4,4,0.5625,0.234567901,0.314009662,81,66,64,153
1,0,0,0,0,0,0.689873418,0,0,109,83,41,125
0,0.3625,0.55,-3,3,3,0.506329114,0.3625,0.521118012,80,83,82,189
1,0,0.016806723,0,0,0,0.739130435,0,0.016806723,119,102,50,156
0,1.087719298,1.245614035,1,-1,-1,0.354037267,1.087719298,1.245614035,57,102,100,236
1,0,0.024193548,0,0,0,0.770186335,0,0.017871366,124,126,62,190
0,1.638297872,39.14893617,1,-1,-48,0.315436242,1.441654553,1.226345921,47,126,124,287
1,0,0.007751938,0,0,0,0.791411043,0,0.001607109,129,139,69,209
0,1.529411765,43.19607843,1,-1,-63,0.364285714,1.172500902,1.137288767,51,139,138,315
1,0,0.0390625,0,0,0,0.795031056,0,0.015946691,128,157,78,236
0,62.51351351,0.054054054,1,-43,0,0.925,0.204589687,0.028345419,37,157,156,354
0,0.45595158,0.827168796,-57,-6,-12,0.564969605,0.40009666,0.54584001,1487,157,156,356
0,0,0.508474576,0,0,1,0.437037037,0,0.385333795,59,43,42,99
1,0,0.011235955,1,0,0,0.605442177,0,0.011235955,89,66,32,101
0,0.219178082,0.424657534,-5,6,6,0.496598639,0.219178082,0.30890411,73,66,64,153
1,0,0,1,0,0,0.624203822,0,0,98,83,41,125
0,0.441176471,2.382352941,-2,3,2,0.433121019,0.441176471,0.416078431,68,83,82,189
1,0,0.019230769,1,0,0,0.65,0,0.017608897,104,102,50,156
0,0.677419355,12.69354839,0,1,-17,0.416107383,0.562096774,0.422830341,62,102,100,236
0,0.708487085,2.481549815,-15,-11,-32,0.413424867,0.461074082,0.69866461,542,126,124,287
0,0.411837238,1.779284834,-30,-3,-32,0.534960422,0.370259445,0.455404424,811,139,138,315
0,0.45595158,0.827168796,-57,-6,-12,0.564969605,0.40009666,0.54584001,1487,157,156,356
0,0,0.619047619,-1,0,1,0.557522124,0,0.261740558,63,43,42,99
1,0,0.009803922,0,0,0,0.703448276,0,0.009803922,102,66,32,101
0,0.307692308,0.679487179,1,-1,-1,0.537931034,0.307692308,0.512581621,78,66,64,153
1,0,0,0,0,0,0.75974026,0,0,117,83,41,125
0,0.4625,1.875,-2,2,2,0.519480519,0.4625,0.180666667,80,83,82,189
1,0,0,0,0,0,0.813664596,0,0,131,102,50,156
0,0.746666667,10.32,1,-1,-18,0.465838509,0.746666667,0.270934449,75,102,100,236
0,0.708487085,2.481549815,-15,-11,-32,0.413424867,0.461074082,0.69866461,542,126,124,287
0,0.411837238,1.779284834,-30,-3,-32,0.534960422,0.370259445,0.455404424,811,139,138,315
0,0.45595158,0.827168796,-57,-6,-12,0.564969605,0.40009666,0.54584001,1487,157,156,356
0,0,0.363636364,1,0,0,0.492537313,0,0.171328671,33,43,42,99
1,0,0.177777778,1,0,0,0.576923077,0,0.00952381,45,66,32,101
0,0.730769231,1.538461538,0,1,1,0.666666667,0.134615385,0,26,66,64,153
1,0,0.06557377,1,0,0,0.64893617,0,0.027534617,61,83,41,125
0,0.742857143,7.942857143,1,0,-1,0.625,0.038297872,0.04971537,35,83,82,189
1,0,0.090909091,1,0,0,0.666666667,0,0.052631579,66,102,50,156
0,5,25.53125,1,-1,-18,0.592592593,0.052631579,0.000915272,32,102,100,236
0,0.708487085,2.481549815,-15,-11,-32,0.413424867,0.461074082,0.69866461,542,126,124,287
0,0.411837238,1.779284834,-30,-3,-32,0.534960422,0.370259445,0.455404424,811,139,138,315
0,0.45595158,0.827168796,-57,-6,-12,0.564969605,0.40009666,0.54584001,1487,157,156,356
0,0,0.297297297,1,0,0,0.402173913,0,0.217870932,37,22,20,43
0,0,0.75,1,0,0,0.345679012,0,0.446428571,28,22,20,65
0,0.275862069,0.655172414,1,0,0,0.397260274,0.012368816,0.232934553,29,22,20,63
0,0.020833333,0.4375,1,0,0,0.489795918,0.020833333,0.164256198,48,43,42,99
1,0,0.028985507,1,0,0,0.570247934,0,0.012254036,69,66,32,101
1,0,0.024390244,1,0,0,0.602941176,0,0.002281102,82,83,41,125
0,0.518518519,4.796296296,0,1,0,0.397058824,0.518518519,0.495818399,54,83,82,189
0,1.064516129,8.129032258,0,0,-17,0.418918919,0.340124505,0.413281145,93,102,100,236
0,0.708487085,2.481549815,-15,-11,-32,0.413424867,0.461074082,0.69866461,542,126,124,287
0,0.411837238,1.779284834,-30,-3,-32,0.534960422,0.370259445,0.455404424,811,139,138,315
0,0.45595158,0.827168796,-57,-6,-12,0.564969605,0.40009666,0.54584001,1487,157,156,356
0,1.5,1,1,-3,-3,0.411764706,0.559633028,0.431578947,28,43,42,98
1,0,0.144578313,0,0,0,0.691666667,0,0.098795181,83,66,32,101
0,0.482142857,0.946428571,-2,2,2,0.589473684,0.173363095,0.275246305,56,66,64,153
1,0,0,0,0,0,0.744827586,0,0,108,83,41,125
0,0.588235294,3.602941176,0,0,0,0.468965517,0.588235294,0.266463891,68,83,82,189
1,0,0.082568807,0,0,0,0.751724138,0,0.000175305,109,102,50,156
0,0.708487085,2.481549815,-15,-11,-32,0.413424867,0.461074082,0.69866461,542,126,124,287
0,0.194426852,0.495250158,-56,-14,40,0.553646564,0.194426852,0.333475126,1579,139,138,314
0,0.411837238,1.779284834,-30,-3,-32,0.534960422,0.370259445,0.455404424,811,139,138,315
0,0.45595158,0.827168796,-57,-6,-12,0.564969605,0.40009666,0.54584001,1487,157,156,356
0,0,4.487804878,0,0,-5,0.780952381,0,0.366791745,82,22,20,42
0,0,8.574468085,0,0,-5,0.671428571,0,0.263502455,47,22,20,42
0,0,2.06122449,-4,0,-1,0.710144928,0,0.303655528,147,22,20,42
0,3.821428571,3.071428571,1,-2,-1,0.636363636,0.516758868,0.615573268,28,22,20,42
0,0,0.271966527,-9,0,9,0.513978495,0,0.184112983,478,22,20,65
0,2.525925926,3.940740741,-1,-16,-18,0.307517084,0.595754105,1.069642352,135,22,20,63
0,13,18.61764706,0,-17,-19,0.739130435,0.336082474,0.138920072,34,22,20,63
0,9.127659574,13.19148936,-1,-16,-18,0.356060606,0.378196973,0.787477668,47,22,20,63
0,3.280487805,3.945121951,-1,-18,-4,0.320939335,1.061573297,1.25018461,164,43,42,98
0,5.440366972,6.440366972,1,-20,-6,0.349358974,0.893868516,1.067136683,109,43,42,98
0,0.071964018,0.215892054,-19,19,14,0.636450382,0.071964018,0.134688221,667,43,42,98
0,1.945945946,8.567567568,1,0,-2,0.402173913,0.131323631,0.225161781,37,43,42,99
0,2.644444444,6.866666667,1,-2,-2,0.254237288,0.262361383,0.225704225,45,43,42,99
0,0,0.212609971,0,0,0,0.657032755,0,0.1188348,682,66,64,152
0,1.361581921,1.531073446,-1,-4,-3,0.311619718,1.361581921,1.47870641,354,66,64,153
0,0,0.273662551,-4,0,4,0.522580645,0,0.179787025,486,66,64,153
1,0.008631319,0.01972873,-5,5,5,0.722172752,0.008631319,0.017915879,811,66,64,152
0,6.375,131.4375,1,-2,-119,0.216216216,0.441241197,0.775323048,48,66,64,152
0,9.727272727,191.6363636,1,-2,-119,0.268292683,0.161491677,0.430727174,33,66,64,152
0,0.003091813,0.272079581,-190,0,182,0.424576223,0.003091813,0.271861808,7439,66,64,153
1,0,0.081534772,0,0,0,0.740674956,0,0.051647801,834,83,82,188
0,1.068181818,32.77840909,-1,-12,-245,0.249291785,1.068181818,1.804605059,352,83,82,189
0,14.82608696,257.4782609,1,-14,-247,0.353846154,0.457075995,0.975901089,46,83,82,189
1,0,0.135327635,0,0,0,0.66920877,0,0.085650583,702,83,82,189
0,0.859243697,0.894957983,-11,11,11,0.411408816,0.859243697,0.893321577,476,83,82,188
0,0.092985112,0.230759526,-180,0,172,0.452293997,0.092985112,0.230759526,7926,83,82,188
0,0.288280672,0.217795625,-8,-26,-15,0.540002283,0.288280672,0.217795625,9463,102,100,236
0,0.34351145,0.328244275,1,0,0,1,0.005649718,0.011363636,131,102,100,236
1,0,0.062877872,0,0,0,0.735111111,0,0.040676767,827,102,100,236
